type,title,country,date_added,release_year,rating,duration,listed_in,month/day_added,year_added,Action & Adventure,Anime Features,Anime Series,British TV Shows,Children & Family Movies,Classic & Cult TV,Classic Movies,Comedies,Crime TV Shows,Cult Movies,Documentaries,Docuseries,Dramas,Faith & Spirituality,Horror Movies,Independent Movies,International Movies,International TV Shows,Kids' TV,Korean TV Shows,LGBTQ Movies,Movies,Music & Musicals,Reality TV,Romantic Movies,Romantic TV Shows,Sci-Fi & Fantasy,Science & Nature TV,Spanish-Language TV Shows,Sports Movies,Stand-Up Comedy,Stand-Up Comedy & Talk Shows,TV Action & Adventure,TV Comedies,TV Dramas,TV Horror,TV Mysteries,TV Sci-Fi & Fantasy,TV Shows,TV Thrillers,Teen TV Shows,Thrillers,num_categories
Movie,Dragons: Dawn of the Dragon Racers,United States,"December 16, 2018",2014,TV-PG,27 min,"Children & Family Movies, Comedies",December 16, 2018,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
TV Show,DreamWorks Holiday Classics,United States,"December 16, 2018",2011,TV-PG,1 Season,"Kids' TV, TV Comedies",December 16, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Movie,Kill the Messenger,United States,"December 16, 2018",2014,R,112 min,"Dramas, Thrillers",December 16, 2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Movie,Springsteen on Broadway,United States,"December 16, 2018",2018,TV-MA,153 min,Music & Musicals,December 16, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Movie,F.R.E.D.I.,United States,"December 15, 2018",2018,TV-PG,90 min,"Children & Family Movies, Sci-Fi & Fantasy",December 15, 2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
TV Show,Flowers,United Kingdom,"December 15, 2018",2018,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",December 15, 2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
Movie,Once in a Lifetime Sessions with George Ezra,United States,"December 15, 2018",2018,TV-MA,78 min,"Documentaries, Music & Musicals",December 15, 2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Movie,Once in a Lifetime Sessions with Kasabian,United States,"December 15, 2018",2018,TV-MA,79 min,"Documentaries, Music & Musicals",December 15, 2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Movie,Once in a Lifetime Sessions with OneRepublic,United States,"December 15, 2018",2018,TV-PG,73 min,"Documentaries, Music & Musicals",December 15, 2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Movie,Once in a Lifetime Sessions with Snow Patrol,United States,"December 15, 2018",2018,TV-MA,83 min,"Documentaries, Music & Musicals",December 15, 2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Movie,Sad Hill Unearthed,Spain,"December 15, 2018",2017,TV-14,83 min,"Documentaries, International Movies",December 15, 2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Movie,Vanjagar Ulagam,India,"December 15, 2018",2018,TV-MA,145 min,"Dramas, International Movies, Thrillers",December 15, 2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
TV Show,Hymn of Death,South Korea,"December 14, 2018",2018,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",December 14, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
TV Show,The Fix,United States,"December 14, 2018",2018,TV-MA,1 Season,TV Comedies,December 14, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TV Show,The Innocent Man,United States,"December 14, 2018",2018,TV-MA,1 Season,"Crime TV Shows, Docuseries",December 14, 2018,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
TV Show,Voltron: Legendary Defender,United States,"December 14, 2018",2018,TV-Y7,8 Seasons,Kids' TV,December 14, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TV Show,Back Street Girls -GOKUDOLS-,Japan,"December 12, 2018",2018,TV-MA,1 Season,"Anime Series, International TV Shows",December 12, 2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Movie,"Out of Many, One",United States,"December 12, 2018",2018,TV-PG,35 min,Documentaries,December 12, 2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Movie,Vir Das: Losing It,United States,"December 11, 2018",2018,TV-MA,68 min,Stand-Up Comedy,December 11, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Movie,Dumplin',United States,"December 7, 2018",2018,PG-13,110 min,"Comedies, Dramas, Independent Movies",December 7, 2018,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
TV Show,Neo Yokio,United States,"December 7, 2018",2018,TV-MA,2 Seasons,"TV Comedies, TV Sci-Fi & Fantasy, Teen TV Shows",December 7, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3
Movie,The American Meme,United States,"December 7, 2018",2018,TV-MA,98 min,Documentaries,December 7, 2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TV Show,The Sound of Your Heart: Reboot,South Korea,"December 3, 2018",2018,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, TV Comedies",December 3, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
TV Show,Memories of the Alhambra,South Korea,"December 2, 2018",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",December 2, 2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,"Ayotzinapa, el paso de la tortuga",Mexico,"December 1, 2018",2018,TV-MA,73 min,"Documentaries, International Movies",December 1, 2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Movie,Chal Bhaag,India,"December 1, 2018",2014,TV-14,110 min,"Comedies, Dramas, International Movies",December 1, 2018,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Power Paandi,India,"December 1, 2018",2017,TV-MA,124 min,"Dramas, Independent Movies, International Movies",December 1, 2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Roll With Me,United States,"December 1, 2018",2017,TV-MA,90 min,"Documentaries, Sports Movies",December 1, 2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Movie,A Christmas Prince: The Royal Wedding,United States,"November 30, 2018",2018,TV-PG,93 min,"Children & Family Movies, Dramas, Romantic Movies",November 30, 2018,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
TV Show,Death by Magic,United States,"November 30, 2018",2018,TV-PG,1 Season,Reality TV,November 30, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Movie,El club de los insomnes,Mexico,"November 30, 2018",2018,TV-MA,82 min,"Dramas, International Movies",November 30, 2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
TV Show,Love and Fortune,Japan,"November 30, 2018",2018,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",November 30, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Movie,Manto,India,"November 30, 2018",2018,TV-MA,114 min,"Dramas, Independent Movies, International Movies",November 30, 2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Rajma Chawal,India,"November 30, 2018",2018,TV-MA,119 min,"Comedies, Dramas, International Movies",November 30, 2018,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,The World Is Yours,France,"November 30, 2018",2018,TV-MA,101 min,"Action & Adventure, Comedies, International Movies",November 30, 2018,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
TV Show,Bumping Mics with Jeff Ross & Dave Attell,United States,"November 27, 2018",2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",November 27, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
Movie,My Little Pony Friendship Is Magic: Best Gift Ever,United States,"November 25, 2018",2018,TV-Y,44 min,Children & Family Movies,November 25, 2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TV Show,Frontier,Canada,"November 23, 2018",2018,TV-MA,3 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",November 23, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3
TV Show,Fugitiva,Spain,"November 23, 2018",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",November 23, 2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
TV Show,Sick Note,United Kingdom,"November 23, 2018",2018,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",November 23, 2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
TV Show,Mystery Science Theater 3000: The Return,United States,"November 22, 2018",2018,TV-14,2 Seasons,"TV Comedies, TV Sci-Fi & Fantasy",November 22, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
Movie,The Christmas Chronicles,United States,"November 22, 2018",2018,TV-PG,104 min,"Children & Family Movies, Comedies",November 22, 2018,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Movie,The Tribe,Spain,"November 21, 2018",2018,TV-MA,91 min,"Comedies, International Movies",November 21, 2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
TV Show,The Final Table,United States,"November 20, 2018",2018,TV-PG,1 Season,Reality TV,November 20, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Movie,Trevor Noah: Son of Patricia,United States,"November 20, 2018",2018,TV-MA,64 min,Stand-Up Comedy,November 20, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Movie,The Pixar Story,United States,"November 18, 2018",2007,G,89 min,Documentaries,November 18, 2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TV Show,Silvana Sin Lana,United States,"November 17, 2018",2016,TV-14,1 Season,"Romantic TV Shows, Spanish-Language TV Shows, TV Comedies",November 17, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
Movie,Cam,United States,"November 16, 2018",2018,TV-MA,95 min,"Horror Movies, Independent Movies, Thrillers",November 16, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
TV Show,Ponysitters Club,Canada,"November 16, 2018",2018,TV-G,2 Seasons,"Kids' TV, TV Dramas",November 16, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Movie,The Ballad of Buster Scruggs,United States,"November 16, 2018",2018,R,133 min,"Comedies, Dramas",November 16, 2018,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Movie,The Princess Switch,United States,"November 16, 2018",2018,TV-G,102 min,"Children & Family Movies, Dramas, Romantic Movies",November 16, 2018,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Aalorukkam,India,"November 15, 2018",2018,TV-PG,122 min,"Dramas, Independent Movies, International Movies",November 15, 2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Christmas Wedding Planner,Canada,"November 15, 2018",2017,PG,86 min,"Comedies, International Movies, Romantic Movies",November 15, 2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Halkaa,India,"November 15, 2018",2018,TV-14,111 min,"Comedies, Dramas, Independent Movies",November 15, 2018,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Muzaffarnagar Baaqi Hai,India,"November 15, 2018",2015,TV-MA,136 min,"Documentaries, International Movies",November 15, 2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Movie,Odu Raja Odu,India,"November 15, 2018",2018,TV-14,121 min,"Comedies, Independent Movies, International Movies",November 15, 2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Savita Damodar Paranjpe,India,"November 15, 2018",2018,TV-14,119 min,"Horror Movies, International Movies",November 15, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Movie,The Giant,Spain,"November 15, 2018",2017,TV-14,115 min,"Dramas, International Movies",November 15, 2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
TV Show,Medal of Honor,United States,"November 9, 2018",2018,TV-MA,1 Season,"Docuseries, TV Dramas",November 9, 2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
TV Show,Westside,United States,"November 9, 2018",2018,TV-MA,1 Season,Reality TV,November 9, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TV Show,Damnation,United States,"November 7, 2018",2017,TV-MA,1 Season,"Crime TV Shows, TV Dramas",November 7, 2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Movie,Bucket List,India,"November 5, 2018",2018,TV-14,129 min,"Dramas, International Movies",November 5, 2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Movie,John Leguizamo's Latin History for Morons,United States,"November 5, 2018",2018,TV-MA,90 min,Stand-Up Comedy,November 5, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Movie,ReMastered: Tricky Dick & The Man in Black,United States,"November 2, 2018",2018,TV-14,59 min,"Documentaries, Music & Musicals",November 2, 2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Movie,The Holiday Calendar,United States,"November 2, 2018",2018,TV-G,95 min,"Dramas, Romantic Movies",November 2, 2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Movie,They’ll Love Me When I’m Dead,United States,"November 2, 2018",2018,TV-MA,98 min,Documentaries,November 2, 2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Movie,Aagey Se Right,India,"November 1, 2018",2009,TV-14,117 min,"Comedies, International Movies, Music & Musicals",November 1, 2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Aamir,India,"November 1, 2018",2008,TV-14,95 min,"International Movies, Thrillers",November 1, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Movie,ABCD 2,India,"November 1, 2018",2015,TV-14,146 min,"Dramas, International Movies, Music & Musicals",November 1, 2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,ABCD: Any Body Can Dance,India,"November 1, 2018",2013,TV-14,136 min,"Dramas, International Movies",November 1, 2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Movie,Arjun: The Warrior Prince,India,"November 1, 2018",2011,TV-14,91 min,"Action & Adventure, Dramas, International Movies",November 1, 2018,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Asees,India,"November 1, 2018",2018,TV-14,123 min,"Dramas, International Movies, Music & Musicals",November 1, 2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Barfi!,India,"November 1, 2018",2012,TV-14,144 min,"Comedies, Dramas, International Movies",November 1, 2018,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Chance Pe Dance,India,"November 1, 2018",2010,TV-14,121 min,"Comedies, Dramas, International Movies",November 1, 2018,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Christmas With A View,Canada,"November 1, 2018",2018,TV-PG,91 min,"International Movies, Romantic Movies",November 1, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Movie,Chup Chup Ke,India,"November 1, 2018",2006,TV-14,158 min,"Comedies, Dramas, International Movies",November 1, 2018,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Dhoondte Reh Jaoge,India,"November 1, 2018",2009,TV-14,124 min,"Comedies, International Movies, Music & Musicals",November 1, 2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Do Dooni Chaar,India,"November 1, 2018",2010,TV-PG,106 min,"Comedies, International Movies",November 1, 2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Movie,Edge of Fear,United States,"November 1, 2018",2018,TV-MA,92 min,"Independent Movies, Thrillers",November 1, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
TV Show,Follow This,United States,"November 1, 2018",2018,TV-MA,3 Seasons,Docuseries,November 1, 2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Movie,Gaddar: the Traitor,India,"November 1, 2018",2015,TV-14,126 min,"Dramas, International Movies, Thrillers",November 1, 2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Movie,Ghanchakkar,India,"November 1, 2018",2013,TV-MA,129 min,"Comedies, International Movies, Thrillers",November 1, 2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Movie,Grandmaster,India,"November 1, 2018",2012,TV-14,133 min,"International Movies, Thrillers",November 1, 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Movie,Hattrick,India,"November 1, 2018",2007,TV-14,109 min,"Comedies, Dramas, International Movies",November 1, 2018,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Heroine,India,"November 1, 2018",2012,TV-MA,143 min,"Dramas, International Movies",November 1, 2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Movie,Himmatwala,India,"November 1, 2018",2013,TV-14,140 min,"Action & Adventure, Comedies, International Movies",November 1, 2018,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Husbands in Goa,India,"November 1, 2018",2012,TV-14,150 min,"Comedies, International Movies, Music & Musicals",November 1, 2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Jatts in Golmaal,India,"November 1, 2018",2013,TV-PG,128 min,"Comedies, International Movies, Music & Musicals",November 1, 2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Kai Po Che!,India,"November 1, 2018",2013,TV-MA,120 min,"Dramas, International Movies, Sports Movies",November 1, 2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Movie,Kalakalappu,India,"November 1, 2018",2012,TV-14,154 min,"Comedies, International Movies, Music & Musicals",November 1, 2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
